elapsed_s,amplitude,range,status,raw_line
0.734,127.64,371,OK,127.64 | 371 | OK
1.031,127.7,365,OK,127.70 | 365 | OK
1.328,127.77,365,OK,127.77 | 365 | OK
1.625,127.8,371,OK,127.80 | 371 | OK
1.922,127.86,361,OK,127.86 | 361 | OK
2.234,128.03,369,OK,128.03 | 369 | OK
2.531,127.94,372,OK,127.94 | 372 | OK
2.828,128,367,OK,128.00 | 367 | OK
3.140,127.86,363,OK,127.86 | 363 | OK
3.437,128,372,OK,128.00 | 372 | OK
3.734,128.12,368,OK,128.12 | 368 | OK
4.031,128.17,363,OK,128.17 | 363 | OK
4.328,128.07,376,OK,128.07 | 376 | OK
4.640,128.16,372,OK,128.16 | 372 | OK
4.937,128.25,364,OK,128.25 | 364 | OK
5.234,128.39,370,OK,128.39 | 370 | OK
