elapsed_s,amplitude,range,status,raw_line
0.734,212.26,579,OK,212.26 | 579 | OK
1.031,211.9,582,OK,211.90 | 582 | OK
1.344,211.92,575,OK,211.92 | 575 | OK
1.641,211.75,581,OK,211.75 | 581 | OK
1.938,211.5,575,OK,211.50 | 575 | OK
2.234,211.41,577,OK,211.41 | 577 | OK
2.531,211.37,577,OK,211.37 | 577 | OK
2.844,211.21,573,OK,211.21 | 573 | OK
3.141,211.19,578,OK,211.19 | 578 | OK
3.438,210.99,573,OK,210.99 | 573 | OK
3.734,210.77,575,OK,210.77 | 575 | OK
4.031,210.66,576,OK,210.66 | 576 | OK
4.344,210.64,575,OK,210.64 | 575 | OK
4.641,210.73,572,OK,210.73 | 572 | OK
4.938,210.31,572,OK,210.31 | 572 | OK
5.250,210.29,571,OK,210.29 | 571 | OK
