elapsed_s,amplitude,range,status,raw_line
0.734,55.87,179,OK,55.87 | 179 | OK
1.031,55.97,181,OK,55.97 | 181 | OK
1.328,55.89,181,OK,55.89 | 181 | OK
1.625,55.94,184,OK,55.94 | 184 | OK
1.922,55.86,174,OK,55.86 | 174 | OK
2.234,55.87,185,OK,55.87 | 185 | OK
2.531,55.83,182,OK,55.83 | 182 | OK
2.828,55.74,178,OK,55.74 | 178 | OK
3.125,55.81,180,OK,55.81 | 180 | OK
3.422,55.83,185,OK,55.83 | 185 | OK
3.734,55.83,180,OK,55.83 | 180 | OK
4.031,55.92,173,OK,55.92 | 173 | OK
4.328,55.84,178,OK,55.84 | 178 | OK
4.640,55.79,175,OK,55.79 | 175 | OK
4.937,55.77,180,OK,55.77 | 180 | OK
5.234,55.86,181,OK,55.86 | 181 | OK
