elapsed_s,amplitude,range,status,raw_line
0.735,234.03,633,OK,234.03 | 633 | OK
1.032,233.99,631,OK,233.99 | 631 | OK
1.329,233.93,622,OK,233.93 | 622 | OK
1.625,234.1,639,OK,234.10 | 639 | OK
1.922,233.98,629,OK,233.98 | 629 | OK
2.235,234.05,626,OK,234.05 | 626 | OK
2.532,234.07,634,OK,234.07 | 634 | OK
2.829,234.03,630,OK,234.03 | 630 | OK
3.141,234.08,625,OK,234.08 | 625 | OK
3.438,234.21,636,OK,234.21 | 636 | OK
3.735,233.94,632,OK,233.94 | 632 | OK
4.032,233.94,630,OK,233.94 | 630 | OK
4.344,234.01,635,OK,234.01 | 635 | OK
4.641,233.82,628,OK,233.82 | 628 | OK
4.938,233.76,632,OK,233.76 | 632 | OK
5.235,234.09,642,OK,234.09 | 642 | OK
