elapsed_s,amplitude,range,status,raw_line
0.734,5.11,19,CHECK_WIRING,5.11 | 19 | CHECK_WIRING
1.031,5.13,20,CHECK_WIRING,5.13 | 20 | CHECK_WIRING
1.328,5.12,20,CHECK_WIRING,5.12 | 20 | CHECK_WIRING
1.641,5.12,20,CHECK_WIRING,5.12 | 20 | CHECK_WIRING
1.937,5.11,20,CHECK_WIRING,5.11 | 20 | CHECK_WIRING
2.234,5.15,20,CHECK_WIRING,5.15 | 20 | CHECK_WIRING
2.547,5.1,20,CHECK_WIRING,5.10 | 20 | CHECK_WIRING
2.844,5.15,21,CHECK_WIRING,5.15 | 21 | CHECK_WIRING
3.141,5.13,20,CHECK_WIRING,5.13 | 20 | CHECK_WIRING
3.437,5.07,21,CHECK_WIRING,5.07 | 21 | CHECK_WIRING
3.750,5.1,20,CHECK_WIRING,5.10 | 20 | CHECK_WIRING
4.047,5.09,20,CHECK_WIRING,5.09 | 20 | CHECK_WIRING
4.344,5.15,21,CHECK_WIRING,5.15 | 21 | CHECK_WIRING
4.641,5.11,20,CHECK_WIRING,5.11 | 20 | CHECK_WIRING
4.937,5.17,21,CHECK_WIRING,5.17 | 21 | CHECK_WIRING
5.250,5.08,20,CHECK_WIRING,5.08 | 20 | CHECK_WIRING
5.547,5.16,20,CHECK_WIRING,5.16 | 20 | CHECK_WIRING
5.844,5.12,19,CHECK_WIRING,5.12 | 19 | CHECK_WIRING
6.141,5.17,19,CHECK_WIRING,5.17 | 19 | CHECK_WIRING
