elapsed_s,amplitude,range,status,raw_line
0.734,1.63,7,OK,1.63 | 7 | OK
1.031,1.63,7,OK,1.63 | 7 | OK
1.328,1.65,7,OK,1.65 | 7 | OK
1.625,1.63,8,OK,1.63 | 8 | OK
1.922,1.65,7,OK,1.65 | 7 | OK
2.234,1.65,7,OK,1.65 | 7 | OK
2.531,1.66,7,OK,1.66 | 7 | OK
2.828,1.66,7,OK,1.66 | 7 | OK
3.125,1.64,7,OK,1.64 | 7 | OK
3.438,1.66,7,OK,1.66 | 7 | OK
3.734,1.64,7,OK,1.64 | 7 | OK
4.031,1.64,7,OK,1.64 | 7 | OK
4.328,1.64,7,OK,1.64 | 7 | OK
4.625,1.64,7,OK,1.64 | 7 | OK
4.938,2.2,10,OK,2.20 | 10 | OK
5.234,1.63,7,OK,1.63 | 7 | OK
