elapsed_s,amplitude,range,status,raw_line
0.734,14.62,53,OK,14.62 | 53 | OK
1.031,14.62,52,OK,14.62 | 52 | OK
1.328,16.1,101,OK,16.10 | 101 | OK
1.625,14.85,65,OK,14.85 | 65 | OK
1.937,14.67,56,OK,14.67 | 56 | OK
2.250,14.59,53,OK,14.59 | 53 | OK
2.547,14.59,54,OK,14.59 | 54 | OK
2.843,14.59,54,OK,14.59 | 54 | OK
3.140,14.61,52,OK,14.61 | 52 | OK
3.437,14.54,51,OK,14.54 | 51 | OK
3.750,14.65,55,OK,14.65 | 55 | OK
4.047,14.55,51,OK,14.55 | 51 | OK
4.343,15.66,99,OK,15.66 | 99 | OK
4.640,14.96,61,OK,14.96 | 61 | OK
4.937,14.78,54,OK,14.78 | 54 | OK
5.250,14.6,56,OK,14.60 | 56 | OK
