elapsed_s,amplitude,range,status,raw_line
0.735,171.11,478,OK,171.11 | 478 | OK
1.031,171.18,479,OK,171.18 | 479 | OK
1.328,171.06,478,OK,171.06 | 478 | OK
1.641,170.94,476,OK,170.94 | 476 | OK
1.938,170.79,469,OK,170.79 | 469 | OK
2.235,170.79,474,OK,170.79 | 474 | OK
2.547,170.87,478,OK,170.87 | 478 | OK
2.844,170.6,473,OK,170.60 | 473 | OK
3.141,170.81,476,OK,170.81 | 476 | OK
3.438,170.78,472,OK,170.78 | 472 | OK
3.735,171,472,OK,171.00 | 472 | OK
4.047,171.04,478,OK,171.04 | 478 | OK
4.344,171.05,474,OK,171.05 | 474 | OK
4.641,170.94,471,OK,170.94 | 471 | OK
4.938,171.5,506,OK,171.50 | 506 | OK
5.250,171.09,473,OK,171.09 | 473 | OK
