elapsed_s,amplitude,range,status,raw_line
0.734,149.97,422,OK,149.97 | 422 | OK
1.031,150.08,424,OK,150.08 | 424 | OK
1.343,149.73,422,OK,149.73 | 422 | OK
1.640,150.23,427,OK,150.23 | 427 | OK
1.937,150,422,OK,150.00 | 422 | OK
2.234,149.66,418,OK,149.66 | 418 | OK
2.546,150.11,420,OK,150.11 | 420 | OK
2.843,149.85,422,OK,149.85 | 422 | OK
3.140,150.06,426,OK,150.06 | 426 | OK
3.437,151.23,425,OK,151.23 | 425 | OK
3.750,151.82,425,OK,151.82 | 425 | OK
4.046,152.43,429,OK,152.43 | 429 | OK
4.343,152.26,428,OK,152.26 | 428 | OK
4.640,152,422,OK,152.00 | 422 | OK
4.953,152.43,430,OK,152.43 | 430 | OK
5.250,152.24,424,OK,152.24 | 424 | OK
