elapsed_s,amplitude,range,status,raw_line
0.735,204.37,554,OK,204.37 | 554 | OK
1.032,204.74,551,OK,204.74 | 551 | OK
1.329,204.84,557,OK,204.84 | 557 | OK
1.625,204.76,552,OK,204.76 | 552 | OK
1.938,205,552,OK,205.00 | 552 | OK
2.235,204.87,554,OK,204.87 | 554 | OK
2.532,204.4,553,OK,204.40 | 553 | OK
2.829,204.41,556,OK,204.41 | 556 | OK
3.125,204.47,557,OK,204.47 | 557 | OK
3.438,204.82,555,OK,204.82 | 555 | OK
3.735,204.77,556,OK,204.77 | 556 | OK
4.032,204.75,557,OK,204.75 | 557 | OK
4.344,204.87,559,OK,204.87 | 559 | OK
4.641,204.69,556,OK,204.69 | 556 | OK
4.938,204.3,552,OK,204.30 | 552 | OK
5.235,204.35,552,OK,204.35 | 552 | OK
5.547,204.6,552,OK,204.60 | 552 | OK
5.844,204.91,557,OK,204.91 | 557 | OK
6.141,204.7,553,OK,204.70 | 553 | OK
