elapsed_s,amplitude,range,status,raw_line
0.734,120.69,340,OK,120.69 | 340 | OK
1.047,120.54,339,OK,120.54 | 339 | OK
1.328,120.45,341,OK,120.45 | 341 | OK
1.625,120.44,339,OK,120.44 | 339 | OK
1.937,120.84,340,OK,120.84 | 340 | OK
2.234,120.89,340,OK,120.89 | 340 | OK
2.547,120.76,338,OK,120.76 | 338 | OK
2.844,120.78,337,OK,120.78 | 337 | OK
3.140,120.6,339,OK,120.60 | 339 | OK
3.437,120.38,337,OK,120.38 | 337 | OK
3.750,120.35,337,OK,120.35 | 337 | OK
4.047,120.55,338,OK,120.55 | 338 | OK
4.344,120.74,339,OK,120.74 | 339 | OK
4.640,120.68,339,OK,120.68 | 339 | OK
4.937,120.68,338,OK,120.68 | 338 | OK
5.234,120.77,337,OK,120.77 | 337 | OK
5.547,120.48,339,OK,120.48 | 339 | OK
5.844,120.39,339,OK,120.39 | 339 | OK
6.140,120.37,344,OK,120.37 | 344 | OK
