elapsed_s,amplitude,range,status,raw_line
0.734,160.48,446,OK,160.48 | 446 | OK
1.031,160.45,447,OK,160.45 | 447 | OK
1.328,160.49,447,OK,160.49 | 447 | OK
1.625,160.43,446,OK,160.43 | 446 | OK
1.937,160.66,450,OK,160.66 | 450 | OK
2.234,160.8,445,OK,160.80 | 445 | OK
2.531,160.77,450,OK,160.77 | 450 | OK
2.844,160.71,447,OK,160.71 | 447 | OK
3.141,161.31,449,OK,161.31 | 449 | OK
3.437,159.59,454,OK,159.59 | 454 | OK
3.734,160.2,445,OK,160.20 | 445 | OK
4.031,160.16,449,OK,160.16 | 449 | OK
4.344,160.39,450,OK,160.39 | 450 | OK
4.641,160.41,444,OK,160.41 | 444 | OK
4.937,160.3,448,OK,160.30 | 448 | OK
5.234,160.48,447,OK,160.48 | 447 | OK
