elapsed_s,amplitude,range,status,raw_line
0.734,179.34,493,OK,179.34 | 493 | OK
1.031,179.5,495,OK,179.50 | 495 | OK
1.343,179.74,491,OK,179.74 | 491 | OK
1.640,179.83,493,OK,179.83 | 493 | OK
1.937,179.72,494,OK,179.72 | 494 | OK
2.234,179.87,493,OK,179.87 | 493 | OK
2.531,179.88,495,OK,179.88 | 495 | OK
2.843,179.44,491,OK,179.44 | 491 | OK
3.140,179.41,499,OK,179.41 | 499 | OK
3.437,179.47,494,OK,179.47 | 494 | OK
3.734,179.84,492,OK,179.84 | 492 | OK
4.031,179.92,494,OK,179.92 | 494 | OK
4.343,179.84,494,OK,179.84 | 494 | OK
4.640,179.96,495,OK,179.96 | 495 | OK
4.937,179.81,490,OK,179.81 | 490 | OK
5.234,179.36,492,OK,179.36 | 492 | OK
5.546,179.3,494,OK,179.30 | 494 | OK
5.843,179.51,493,OK,179.51 | 493 | OK
6.156,179.82,493,OK,179.82 | 493 | OK
