elapsed_s,amplitude,range,status,raw_line
0.750,338.19,860,OK,338.19 | 860 | OK
1.047,338.19,862,OK,338.19 | 862 | OK
1.343,338.07,862,OK,338.07 | 862 | OK
1.640,338.2,861,OK,338.20 | 861 | OK
1.937,338.39,864,OK,338.39 | 864 | OK
2.250,338.53,862,OK,338.53 | 862 | OK
2.547,339.11,864,OK,339.11 | 864 | OK
2.843,339.49,864,OK,339.49 | 864 | OK
3.140,339.35,864,OK,339.35 | 864 | OK
3.453,339.01,864,OK,339.01 | 864 | OK
3.750,338.89,863,OK,338.89 | 863 | OK
4.047,338.5,863,OK,338.50 | 863 | OK
4.359,338.35,862,OK,338.35 | 862 | OK
4.656,338.58,862,OK,338.58 | 862 | OK
4.953,338.78,865,OK,338.78 | 865 | OK
5.250,338.79,862,OK,338.79 | 862 | OK
