elapsed_s,amplitude,range,status,raw_line
0.734,335.33,859,OK,335.33 | 859 | OK
1.031,335.3,856,OK,335.30 | 856 | OK
1.344,335.32,856,OK,335.32 | 856 | OK
1.641,335.02,860,OK,335.02 | 860 | OK
1.938,334.6,859,OK,334.60 | 859 | OK
2.234,334.71,858,OK,334.71 | 858 | OK
2.547,335.1,857,OK,335.10 | 857 | OK
2.844,335.37,857,OK,335.37 | 857 | OK
3.141,335.24,857,OK,335.24 | 857 | OK
3.438,335.34,858,OK,335.34 | 858 | OK
3.734,335.27,858,OK,335.27 | 858 | OK
4.047,334.75,858,OK,334.75 | 858 | OK
4.344,334.49,857,OK,334.49 | 857 | OK
4.641,334.69,857,OK,334.69 | 857 | OK
4.953,335.27,856,OK,335.27 | 856 | OK
5.250,335.42,856,OK,335.42 | 856 | OK
5.547,335.16,856,OK,335.16 | 856 | OK
5.844,335.42,860,OK,335.42 | 860 | OK
6.141,335.1,856,OK,335.10 | 856 | OK
