elapsed_s,amplitude,range,status,raw_line
0.734,54.65,181,OK,54.65 | 181 | OK
1.047,54.53,179,OK,54.53 | 179 | OK
1.343,54.44,180,OK,54.44 | 180 | OK
1.640,54.53,180,OK,54.53 | 180 | OK
1.953,54.47,180,OK,54.47 | 180 | OK
2.250,54.43,178,OK,54.43 | 178 | OK
2.547,54.43,178,OK,54.43 | 178 | OK
2.843,54.37,177,OK,54.37 | 177 | OK
3.156,54.35,180,OK,54.35 | 180 | OK
3.453,54.39,181,OK,54.39 | 181 | OK
3.750,54.39,179,OK,54.39 | 179 | OK
4.047,54.24,181,OK,54.24 | 181 | OK
4.359,54.5,183,OK,54.50 | 183 | OK
4.656,54.55,179,OK,54.55 | 179 | OK
4.953,54.52,175,OK,54.52 | 175 | OK
5.250,54.66,176,OK,54.66 | 176 | OK
