elapsed_s,amplitude,range,status,raw_line
0.734,28,110,OK,28.00 | 110 | OK
1.031,26.96,100,OK,26.96 | 100 | OK
1.328,27.42,113,OK,27.42 | 113 | OK
1.625,26.06,117,OK,26.06 | 117 | OK
1.937,25.97,120,OK,25.97 | 120 | OK
2.234,26.17,114,OK,26.17 | 114 | OK
2.531,26.28,121,OK,26.28 | 121 | OK
2.828,26.38,111,OK,26.38 | 111 | OK
3.140,26.87,116,OK,26.87 | 116 | OK
3.437,27.09,116,OK,27.09 | 116 | OK
3.734,26.33,108,OK,26.33 | 108 | OK
4.031,26.47,98,OK,26.47 | 98 | OK
4.343,26.34,118,OK,26.34 | 118 | OK
4.640,27.82,117,OK,27.82 | 117 | OK
4.937,27.27,123,OK,27.27 | 123 | OK
5.234,26.59,125,OK,26.59 | 125 | OK
