elapsed_s,amplitude,range,status,raw_line
0.734,208.82,563,OK,208.82 | 563 | OK
1.031,208.79,557,OK,208.79 | 557 | OK
1.328,208.7,562,OK,208.70 | 562 | OK
1.625,208.61,561,OK,208.61 | 561 | OK
1.922,208.62,557,OK,208.62 | 557 | OK
2.218,208.78,570,OK,208.78 | 570 | OK
2.531,208.9,566,OK,208.90 | 566 | OK
2.828,208.91,559,OK,208.91 | 559 | OK
3.140,208.85,563,OK,208.85 | 563 | OK
3.437,208.93,558,OK,208.93 | 558 | OK
3.734,208.73,560,OK,208.73 | 560 | OK
4.031,208.57,564,OK,208.57 | 564 | OK
4.328,208.57,556,OK,208.57 | 556 | OK
4.640,208.49,563,OK,208.49 | 563 | OK
4.937,208.37,560,OK,208.37 | 560 | OK
5.234,208.86,561,OK,208.86 | 561 | OK
