elapsed_s,amplitude,range,status,raw_line
0.735,287.3,751,OK,287.30 | 751 | OK
1.031,287.28,753,OK,287.28 | 753 | OK
1.344,287.36,749,OK,287.36 | 749 | OK
1.641,287.67,752,OK,287.67 | 752 | OK
1.938,287.86,753,OK,287.86 | 753 | OK
2.235,287.61,752,OK,287.61 | 752 | OK
2.531,287.66,755,OK,287.66 | 755 | OK
2.844,287.37,747,OK,287.37 | 747 | OK
3.141,287.05,752,OK,287.05 | 752 | OK
3.438,287.62,754,OK,287.62 | 754 | OK
3.750,287.66,749,OK,287.66 | 749 | OK
4.047,287.25,753,OK,287.25 | 753 | OK
4.344,288.24,753,OK,288.24 | 753 | OK
4.641,289.34,755,OK,289.34 | 755 | OK
4.953,288.95,756,OK,288.95 | 756 | OK
5.250,288.83,750,OK,288.83 | 750 | OK
