elapsed_s,amplitude,range,status,raw_line
0.750,347.95,881,OK,347.95 | 881 | OK
1.047,350.65,883,OK,350.65 | 883 | OK
1.344,348.83,880,OK,348.83 | 880 | OK
1.641,343.7,866,OK,343.70 | 866 | OK
1.938,345.2,872,OK,345.20 | 872 | OK
2.250,347.03,875,OK,347.03 | 875 | OK
2.547,347.37,878,OK,347.37 | 878 | OK
2.844,348.77,880,OK,348.77 | 880 | OK
3.141,349.36,881,OK,349.36 | 881 | OK
3.453,349.4,881,OK,349.40 | 881 | OK
3.750,349.64,881,OK,349.64 | 881 | OK
4.047,348.33,877,OK,348.33 | 877 | OK
4.344,347.57,876,OK,347.57 | 876 | OK
4.641,346.48,872,OK,346.48 | 872 | OK
4.953,346.02,873,OK,346.02 | 873 | OK
5.250,344.53,866,OK,344.53 | 866 | OK
