elapsed_s,amplitude,range,status,raw_line
0.734,339.15,864,OK,339.15 | 864 | OK
1.047,338.95,864,OK,338.95 | 864 | OK
1.344,338.93,864,OK,338.93 | 864 | OK
1.640,339.51,864,OK,339.51 | 864 | OK
1.937,339.74,863,OK,339.74 | 863 | OK
2.234,339.7,864,OK,339.70 | 864 | OK
2.547,339.72,864,OK,339.72 | 864 | OK
2.844,339.5,865,OK,339.50 | 865 | OK
3.140,339.03,863,OK,339.03 | 863 | OK
3.453,338.94,863,OK,338.94 | 863 | OK
3.750,339.11,864,OK,339.11 | 864 | OK
4.047,339.68,863,OK,339.68 | 863 | OK
4.344,339.75,862,OK,339.75 | 862 | OK
4.640,339.52,864,OK,339.52 | 864 | OK
4.953,339.8,866,OK,339.80 | 866 | OK
5.234,339.5,864,OK,339.50 | 864 | OK
5.547,338.92,864,OK,338.92 | 864 | OK
5.844,338.83,866,OK,338.83 | 866 | OK
6.156,339.32,866,OK,339.32 | 866 | OK
6.453,339.8,864,OK,339.80 | 864 | OK
6.750,339.6,864,OK,339.60 | 864 | OK
7.047,339.65,864,OK,339.65 | 864 | OK
7.344,339.83,864,OK,339.83 | 864 | OK
7.656,339.25,864,OK,339.25 | 864 | OK
7.953,338.93,863,OK,338.93 | 863 | OK
8.250,339.09,865,OK,339.09 | 865 | OK
