elapsed_s,amplitude,range,status,raw_line
0.734,121.83,346,OK,121.83 | 346 | OK
1.047,121.78,348,OK,121.78 | 348 | OK
1.344,121.84,353,OK,121.84 | 353 | OK
1.641,121.73,343,OK,121.73 | 343 | OK
1.938,121.71,353,OK,121.71 | 353 | OK
2.250,121.92,354,OK,121.92 | 354 | OK
2.547,121.77,344,OK,121.77 | 344 | OK
2.844,121.95,352,OK,121.95 | 352 | OK
3.141,121.88,345,OK,121.88 | 345 | OK
3.453,121.96,347,OK,121.96 | 347 | OK
3.750,121.89,348,OK,121.89 | 348 | OK
4.047,121.96,350,OK,121.96 | 350 | OK
4.344,122.01,346,OK,122.01 | 346 | OK
4.641,121.99,350,OK,121.99 | 350 | OK
4.953,121.91,347,OK,121.91 | 347 | OK
5.250,121.95,343,OK,121.95 | 343 | OK
