elapsed_s,amplitude,range,status,raw_line
0.735,262.28,674,OK,262.28 | 674 | OK
1.031,262.23,670,OK,262.23 | 670 | OK
1.328,262.38,672,OK,262.38 | 672 | OK
1.641,262.44,673,OK,262.44 | 673 | OK
1.938,260.37,829,LOUD_CLIP,260.37 | 829 | LOUD_CLIP
2.235,259.84,684,OK,259.84 | 684 | OK
2.531,260.14,671,OK,260.14 | 671 | OK
2.828,261.13,671,OK,261.13 | 671 | OK
3.141,261.5,675,OK,261.50 | 675 | OK
3.438,261.48,672,OK,261.48 | 672 | OK
3.735,260.55,680,OK,260.55 | 680 | OK
4.047,262.17,820,LOUD_CLIP,262.17 | 820 | LOUD_CLIP
4.344,260.82,668,OK,260.82 | 668 | OK
4.641,260.91,666,OK,260.91 | 666 | OK
4.953,260.81,668,OK,260.81 | 668 | OK
5.250,260.6,669,OK,260.60 | 669 | OK
