elapsed_s,amplitude,range,status,raw_line
0.719,305.14,799,OK,305.14 | 799 | OK
1.031,304.93,793,OK,304.93 | 793 | OK
1.328,304.67,792,OK,304.67 | 792 | OK
1.625,304.51,797,OK,304.51 | 797 | OK
1.937,304.66,793,OK,304.66 | 793 | OK
2.234,304.73,796,OK,304.73 | 796 | OK
2.531,305.04,797,OK,305.04 | 797 | OK
2.828,305.17,793,OK,305.17 | 793 | OK
3.125,304.86,797,OK,304.86 | 797 | OK
3.437,304.87,798,OK,304.87 | 798 | OK
3.734,305.1,788,OK,305.10 | 788 | OK
4.031,305.53,799,OK,305.53 | 799 | OK
4.328,305.33,795,OK,305.33 | 795 | OK
4.641,305.1,791,OK,305.10 | 791 | OK
4.937,305.23,797,OK,305.23 | 797 | OK
5.234,304.96,797,OK,304.96 | 797 | OK
