elapsed_s,amplitude,range,status,raw_line
0.734,351.71,885,OK,351.71 | 885 | OK
1.031,351.74,884,OK,351.74 | 884 | OK
1.328,352.16,885,OK,352.16 | 885 | OK
1.640,352.6,884,OK,352.60 | 884 | OK
1.937,352.43,885,OK,352.43 | 885 | OK
2.234,352.39,885,OK,352.39 | 885 | OK
2.531,352.48,884,OK,352.48 | 884 | OK
2.843,352,885,OK,352.00 | 885 | OK
3.140,351.64,884,OK,351.64 | 884 | OK
3.437,351.75,885,OK,351.75 | 885 | OK
3.734,352.17,885,OK,352.17 | 885 | OK
4.031,352.47,885,OK,352.47 | 885 | OK
4.343,352.33,884,OK,352.33 | 884 | OK
4.640,352.5,884,OK,352.50 | 884 | OK
4.937,352.37,884,OK,352.37 | 884 | OK
5.250,351.86,886,OK,351.86 | 886 | OK
5.547,351.78,885,OK,351.78 | 885 | OK
5.843,352.15,885,OK,352.15 | 885 | OK
6.140,352.57,885,OK,352.57 | 885 | OK
6.437,352.53,884,OK,352.53 | 884 | OK
6.750,352.43,885,OK,352.43 | 885 | OK
7.047,352.67,885,OK,352.67 | 885 | OK
7.343,352.12,884,OK,352.12 | 884 | OK
7.640,351.83,886,OK,351.83 | 886 | OK
7.953,351.78,884,OK,351.78 | 884 | OK
8.250,352.26,885,OK,352.26 | 885 | OK
