elapsed_s,amplitude,range,status,raw_line
0.734,171.79,472,OK,171.79 | 472 | OK
1.031,171.72,464,OK,171.72 | 464 | OK
1.328,171.97,468,OK,171.97 | 468 | OK
1.625,172.09,468,OK,172.09 | 468 | OK
1.937,172.14,462,OK,172.14 | 462 | OK
2.234,172.18,469,OK,172.18 | 469 | OK
2.531,172.11,468,OK,172.11 | 468 | OK
2.828,172.21,466,OK,172.21 | 466 | OK
3.140,172.12,470,OK,172.12 | 470 | OK
3.437,172.06,465,OK,172.06 | 465 | OK
3.734,172.03,467,OK,172.03 | 467 | OK
4.031,172.22,470,OK,172.22 | 470 | OK
4.328,172.12,464,OK,172.12 | 464 | OK
4.625,172.19,469,OK,172.19 | 469 | OK
4.937,172.28,468,OK,172.28 | 468 | OK
5.234,172.17,465,OK,172.17 | 465 | OK
