elapsed_s,amplitude,range,status,raw_line
0.734,31.8,100,OK,31.80 | 100 | OK
1.031,31.81,101,OK,31.81 | 101 | OK
1.343,31.79,101,OK,31.79 | 101 | OK
1.640,31.78,103,OK,31.78 | 103 | OK
1.937,31.81,102,OK,31.81 | 102 | OK
2.250,31.75,101,OK,31.75 | 101 | OK
2.546,31.79,100,OK,31.79 | 100 | OK
2.843,31.74,99,OK,31.74 | 99 | OK
3.140,31.78,101,OK,31.78 | 101 | OK
3.437,31.81,102,OK,31.81 | 102 | OK
3.734,31.75,102,OK,31.75 | 102 | OK
4.046,31.72,98,OK,31.72 | 98 | OK
4.343,31.66,101,OK,31.66 | 101 | OK
4.656,31.64,101,OK,31.64 | 101 | OK
4.953,31.75,101,OK,31.75 | 101 | OK
5.250,31.77,101,OK,31.77 | 101 | OK
5.546,31.74,100,OK,31.74 | 100 | OK
5.843,31.77,100,OK,31.77 | 100 | OK
6.140,31.76,101,OK,31.76 | 101 | OK
