elapsed_s,amplitude,range,status,raw_line
0.734,93.77,283,OK,93.77 | 283 | OK
1.031,93.67,282,OK,93.67 | 282 | OK
1.328,93.77,287,OK,93.77 | 287 | OK
1.640,93.86,285,OK,93.86 | 285 | OK
1.937,93.49,286,OK,93.49 | 286 | OK
2.234,93.41,286,OK,93.41 | 286 | OK
2.531,93.41,286,OK,93.41 | 286 | OK
2.828,93.22,285,OK,93.22 | 285 | OK
3.140,93.31,290,OK,93.31 | 290 | OK
3.437,92.59,293,OK,92.59 | 293 | OK
3.734,93.44,290,OK,93.44 | 290 | OK
4.047,92.14,292,OK,92.14 | 292 | OK
4.328,92.57,283,OK,92.57 | 283 | OK
4.640,92.81,283,OK,92.81 | 283 | OK
4.937,92.91,280,OK,92.91 | 280 | OK
5.250,91.18,287,OK,91.18 | 287 | OK
