elapsed_s,amplitude,range,status,raw_line
0.734,334.54,858,OK,334.54 | 858 | OK
1.031,334.87,858,OK,334.87 | 858 | OK
1.328,335.02,856,OK,335.02 | 856 | OK
1.625,335.21,856,OK,335.21 | 856 | OK
1.937,335.06,857,OK,335.06 | 857 | OK
2.234,335.23,856,OK,335.23 | 856 | OK
2.531,335.22,858,OK,335.22 | 858 | OK
2.828,334.84,855,OK,334.84 | 855 | OK
3.140,334.71,854,OK,334.71 | 854 | OK
3.437,334.59,855,OK,334.59 | 855 | OK
3.734,333.92,855,OK,333.92 | 855 | OK
4.031,333.98,855,OK,333.98 | 855 | OK
4.343,334.26,856,OK,334.26 | 856 | OK
4.640,334.82,854,OK,334.82 | 854 | OK
4.937,335.07,858,OK,335.07 | 858 | OK
5.234,334.91,857,OK,334.91 | 857 | OK
