elapsed_s,amplitude,range,status,raw_line
0.734,333.87,737,OK,333.87 | 737 | OK
1.031,333.83,737,OK,333.83 | 737 | OK
1.328,333.94,737,OK,333.94 | 737 | OK
1.640,334.16,740,OK,334.16 | 740 | OK
1.937,333.64,735,OK,333.64 | 735 | OK
2.234,333.65,735,OK,333.65 | 735 | OK
2.531,333.59,735,OK,333.59 | 735 | OK
2.844,333.59,736,OK,333.59 | 736 | OK
3.125,333.65,737,OK,333.65 | 737 | OK
3.437,333.7,736,OK,333.70 | 736 | OK
3.734,333.77,738,OK,333.77 | 738 | OK
4.031,333.87,736,OK,333.87 | 736 | OK
4.344,333.99,737,OK,333.99 | 737 | OK
4.640,333.96,737,OK,333.96 | 737 | OK
4.937,333.97,738,OK,333.97 | 738 | OK
5.234,333.92,738,OK,333.92 | 738 | OK
5.547,334.02,737,OK,334.02 | 737 | OK
5.844,334,737,OK,334.00 | 737 | OK
6.140,334.12,737,OK,334.12 | 737 | OK
6.437,334.03,737,OK,334.03 | 737 | OK
6.750,334.14,737,OK,334.14 | 737 | OK
7.047,334.16,737,OK,334.16 | 737 | OK
7.344,334.2,738,OK,334.20 | 738 | OK
7.640,334.18,736,OK,334.18 | 736 | OK
7.953,334.24,738,OK,334.24 | 738 | OK
8.250,334.22,738,OK,334.22 | 738 | OK
8.547,334.15,738,OK,334.15 | 738 | OK
8.844,334.17,738,OK,334.17 | 738 | OK
9.156,334.28,736,OK,334.28 | 736 | OK
9.453,334.27,738,OK,334.27 | 738 | OK
9.750,334.2,737,OK,334.20 | 737 | OK
10.047,334.16,740,OK,334.16 | 740 | OK
