elapsed_s,amplitude,range,status,raw_line
0.735,6.72,26,CHECK_WIRING,6.72 | 26 | CHECK_WIRING
1.031,6.73,24,CHECK_WIRING,6.73 | 24 | CHECK_WIRING
1.328,6.7,26,CHECK_WIRING,6.70 | 26 | CHECK_WIRING
1.641,6.67,25,CHECK_WIRING,6.67 | 25 | CHECK_WIRING
1.938,6.73,28,CHECK_WIRING,6.73 | 28 | CHECK_WIRING
2.235,6.73,25,CHECK_WIRING,6.73 | 25 | CHECK_WIRING
2.531,6.7,27,CHECK_WIRING,6.70 | 27 | CHECK_WIRING
2.844,6.71,26,CHECK_WIRING,6.71 | 26 | CHECK_WIRING
3.141,6.7,23,CHECK_WIRING,6.70 | 23 | CHECK_WIRING
3.438,6.71,24,CHECK_WIRING,6.71 | 24 | CHECK_WIRING
3.735,6.75,27,CHECK_WIRING,6.75 | 27 | CHECK_WIRING
4.031,6.7,24,CHECK_WIRING,6.70 | 24 | CHECK_WIRING
4.344,6.7,25,CHECK_WIRING,6.70 | 25 | CHECK_WIRING
4.641,6.67,25,CHECK_WIRING,6.67 | 25 | CHECK_WIRING
4.938,6.71,25,CHECK_WIRING,6.71 | 25 | CHECK_WIRING
5.250,6.77,26,CHECK_WIRING,6.77 | 26 | CHECK_WIRING
5.547,6.75,25,CHECK_WIRING,6.75 | 25 | CHECK_WIRING
5.844,6.73,24,CHECK_WIRING,6.73 | 24 | CHECK_WIRING
6.141,6.71,26,CHECK_WIRING,6.71 | 26 | CHECK_WIRING
