elapsed_s,amplitude,range,status,raw_line
0.735,30.88,113,OK,30.88 | 113 | OK
1.047,31.25,113,OK,31.25 | 113 | OK
1.344,30.99,112,OK,30.99 | 112 | OK
1.641,31.16,114,OK,31.16 | 114 | OK
1.938,30.7,116,OK,30.70 | 116 | OK
2.250,30.42,112,OK,30.42 | 112 | OK
2.547,31.53,114,OK,31.53 | 114 | OK
2.844,31.48,115,OK,31.48 | 115 | OK
3.156,31.47,113,OK,31.47 | 113 | OK
3.453,31.3,115,OK,31.30 | 115 | OK
3.750,31.37,114,OK,31.37 | 114 | OK
4.047,31.16,111,OK,31.16 | 111 | OK
4.360,31.42,111,OK,31.42 | 111 | OK
4.656,31.44,111,OK,31.44 | 111 | OK
4.953,31.78,115,OK,31.78 | 115 | OK
5.250,31.62,115,OK,31.62 | 115 | OK
