elapsed_s,amplitude,range,status,raw_line
0.734,332.95,851,OK,332.95 | 851 | OK
1.031,333.13,852,OK,333.13 | 852 | OK
1.328,332.85,854,OK,332.85 | 854 | OK
1.625,332.41,852,OK,332.41 | 852 | OK
1.937,332.39,854,OK,332.39 | 854 | OK
2.234,332.55,853,OK,332.55 | 853 | OK
2.531,333.05,852,OK,333.05 | 852 | OK
2.828,332.78,852,OK,332.78 | 852 | OK
3.125,333.01,852,OK,333.01 | 852 | OK
3.437,333.17,853,OK,333.17 | 853 | OK
3.734,332.72,853,OK,332.72 | 853 | OK
4.031,332.33,854,OK,332.33 | 854 | OK
4.328,332.36,851,OK,332.36 | 851 | OK
4.640,333.03,852,OK,333.03 | 852 | OK
4.937,333.27,853,OK,333.27 | 853 | OK
5.234,332.88,853,OK,332.88 | 853 | OK
5.547,333.16,852,OK,333.16 | 852 | OK
5.843,332.86,853,OK,332.86 | 853 | OK
6.140,332.45,852,OK,332.45 | 852 | OK
6.437,332.3,853,OK,332.30 | 853 | OK
6.734,332.71,852,OK,332.71 | 852 | OK
7.047,333.11,853,OK,333.11 | 853 | OK
7.343,333.06,852,OK,333.06 | 852 | OK
7.640,332.99,851,OK,332.99 | 851 | OK
7.937,333.16,852,OK,333.16 | 852 | OK
8.234,332.7,852,OK,332.70 | 852 | OK
