elapsed_s,amplitude,range,status,raw_line
0.734,344.96,876,OK,344.96 | 876 | OK
1.031,344.79,875,OK,344.79 | 875 | OK
1.328,344.76,875,OK,344.76 | 875 | OK
1.640,344.63,874,OK,344.63 | 874 | OK
1.937,344.73,874,OK,344.73 | 874 | OK
2.234,344.87,874,OK,344.87 | 874 | OK
2.547,344.74,877,OK,344.74 | 877 | OK
2.843,344.76,874,OK,344.76 | 874 | OK
3.140,344.75,875,OK,344.75 | 875 | OK
3.437,345.12,874,OK,345.12 | 874 | OK
3.734,344.86,875,OK,344.86 | 875 | OK
4.047,344.98,875,OK,344.98 | 875 | OK
4.343,345.06,875,OK,345.06 | 875 | OK
4.640,344.68,876,OK,344.68 | 876 | OK
4.953,344.88,875,OK,344.88 | 875 | OK
5.250,344.9,876,OK,344.90 | 876 | OK
