elapsed_s,amplitude,range,status,raw_line
0.735,127.81,357,OK,127.81 | 357 | OK
1.031,127.53,350,OK,127.53 | 350 | OK
1.328,127.33,354,OK,127.33 | 354 | OK
1.641,127.32,354,OK,127.32 | 354 | OK
1.938,127.24,353,OK,127.24 | 353 | OK
2.235,127.27,357,OK,127.27 | 357 | OK
2.531,127.23,362,OK,127.23 | 362 | OK
2.844,127.35,356,OK,127.35 | 356 | OK
3.141,127.36,355,OK,127.36 | 355 | OK
3.438,127.34,348,OK,127.34 | 348 | OK
3.735,127.43,357,OK,127.43 | 357 | OK
4.047,127.4,355,OK,127.40 | 355 | OK
4.344,127.42,350,OK,127.42 | 350 | OK
4.641,127.47,357,OK,127.47 | 357 | OK
4.938,127.4,352,OK,127.40 | 352 | OK
5.250,127.49,356,OK,127.49 | 356 | OK
