elapsed_s,amplitude,range,status,raw_line
0.719,274.61,694,OK,274.61 | 694 | OK
1.032,274.69,695,OK,274.69 | 695 | OK
1.329,274.46,700,OK,274.46 | 700 | OK
1.625,275.2,698,OK,275.20 | 698 | OK
1.922,274.55,696,OK,274.55 | 696 | OK
2.235,274.83,693,OK,274.83 | 693 | OK
2.532,274.68,694,OK,274.68 | 694 | OK
2.829,274.67,694,OK,274.67 | 694 | OK
3.141,274.65,696,OK,274.65 | 696 | OK
3.438,274.67,695,OK,274.67 | 695 | OK
3.735,274.67,693,OK,274.67 | 693 | OK
4.032,274.69,695,OK,274.69 | 695 | OK
4.329,274.62,693,OK,274.62 | 693 | OK
4.641,274.54,696,OK,274.54 | 696 | OK
4.938,274.61,694,OK,274.61 | 694 | OK
5.235,274.77,693,OK,274.77 | 693 | OK
5.532,274.79,692,OK,274.79 | 692 | OK
5.844,274.62,693,OK,274.62 | 693 | OK
6.141,274.71,693,OK,274.71 | 693 | OK
6.438,274.58,694,OK,274.58 | 694 | OK
6.735,274.56,693,OK,274.56 | 693 | OK
7.047,274.57,694,OK,274.57 | 694 | OK
7.344,274.54,694,OK,274.54 | 694 | OK
7.641,274.5,694,OK,274.50 | 694 | OK
7.938,274.35,693,OK,274.35 | 693 | OK
8.250,274.43,693,OK,274.43 | 693 | OK
8.547,274.38,693,OK,274.38 | 693 | OK
8.844,274.22,693,OK,274.22 | 693 | OK
9.141,274.13,694,OK,274.13 | 694 | OK
9.438,273.85,694,OK,273.85 | 694 | OK
9.750,273.81,692,OK,273.81 | 692 | OK
10.047,273.95,693,OK,273.95 | 693 | OK
