elapsed_s,amplitude,range,status,raw_line
0.734,62.84,196,OK,62.84 | 196 | OK
1.031,63.24,201,OK,63.24 | 201 | OK
1.328,63.4,202,OK,63.40 | 202 | OK
1.625,63.32,202,OK,63.32 | 202 | OK
1.937,63.4,202,OK,63.40 | 202 | OK
2.234,63.24,195,OK,63.24 | 195 | OK
2.531,63.27,198,OK,63.27 | 198 | OK
2.828,63.35,194,OK,63.35 | 194 | OK
3.141,63.32,198,OK,63.32 | 198 | OK
3.437,63.31,198,OK,63.31 | 198 | OK
3.734,63.33,196,OK,63.33 | 196 | OK
4.047,63.33,197,OK,63.33 | 197 | OK
4.344,63.31,201,OK,63.31 | 201 | OK
4.641,63.33,197,OK,63.33 | 197 | OK
4.937,63.29,195,OK,63.29 | 195 | OK
5.234,63.34,196,OK,63.34 | 196 | OK
