elapsed_s,amplitude,range,status,raw_line
0.734,345.72,875,OK,345.72 | 875 | OK
1.031,345.85,876,OK,345.85 | 876 | OK
1.328,345.99,877,OK,345.99 | 877 | OK
1.625,345.32,877,OK,345.32 | 877 | OK
1.937,344.93,875,OK,344.93 | 875 | OK
2.234,345.15,876,OK,345.15 | 876 | OK
2.531,345.08,875,OK,345.08 | 875 | OK
2.828,344.9,875,OK,344.90 | 875 | OK
3.140,345.09,876,OK,345.09 | 876 | OK
3.437,344.82,875,OK,344.82 | 875 | OK
3.734,344.72,874,OK,344.72 | 874 | OK
4.031,344.81,874,OK,344.81 | 874 | OK
4.343,344.9,874,OK,344.90 | 874 | OK
4.640,345.04,878,OK,345.04 | 878 | OK
4.937,345.1,875,OK,345.10 | 875 | OK
5.234,345.08,876,OK,345.08 | 876 | OK
