elapsed_s,amplitude,range,status,raw_line
1.110,247.33,867,LOUD_CLIP,247.33 | 867 | LOUD_CLIP
1.407,287.31,867,LOUD_CLIP,287.31 | 867 | LOUD_CLIP
1.704,275.37,865,LOUD_CLIP,275.37 | 865 | LOUD_CLIP
2.016,276.43,858,LOUD_CLIP,276.43 | 858 | LOUD_CLIP
2.313,280.96,867,LOUD_CLIP,280.96 | 867 | LOUD_CLIP
2.610,274.63,702,OK,274.63 | 702 | OK
2.922,274.44,700,OK,274.44 | 700 | OK
3.204,274.43,701,OK,274.43 | 701 | OK
3.516,274.35,703,OK,274.35 | 703 | OK
3.813,272.38,867,LOUD_CLIP,272.38 | 867 | LOUD_CLIP
4.125,189.41,860,LOUD_CLIP,189.41 | 860 | LOUD_CLIP
4.422,268.37,686,OK,268.37 | 686 | OK
4.719,267.42,687,OK,267.42 | 687 | OK
5.016,267.53,683,OK,267.53 | 683 | OK
