elapsed_s,amplitude,range,status,raw_line
0.734,329.9,846,OK,329.90 | 846 | OK
1.031,330.12,848,OK,330.12 | 848 | OK
1.328,329.62,847,OK,329.62 | 847 | OK
1.641,329.12,844,OK,329.12 | 844 | OK
1.938,329.03,846,OK,329.03 | 846 | OK
2.234,328.97,845,OK,328.97 | 845 | OK
2.531,329.05,845,OK,329.05 | 845 | OK
2.828,329.18,847,OK,329.18 | 847 | OK
3.141,329.19,844,OK,329.19 | 844 | OK
3.438,329.33,845,OK,329.33 | 845 | OK
3.734,329.4,847,OK,329.40 | 847 | OK
4.047,329.47,845,OK,329.47 | 845 | OK
4.344,329.46,846,OK,329.46 | 846 | OK
4.641,329.21,844,OK,329.21 | 844 | OK
4.938,329.1,844,OK,329.10 | 844 | OK
5.234,329.18,848,OK,329.18 | 848 | OK
