elapsed_s,amplitude,range,status,raw_line
0.735,41.05,163,OK,41.05 | 163 | OK
1.032,40.86,161,OK,40.86 | 161 | OK
1.329,40.31,146,OK,40.31 | 146 | OK
1.625,40.31,144,OK,40.31 | 144 | OK
1.922,40.57,140,OK,40.57 | 140 | OK
2.235,40.29,138,OK,40.29 | 138 | OK
2.532,40.53,139,OK,40.53 | 139 | OK
2.829,40.46,140,OK,40.46 | 140 | OK
3.141,40.66,146,OK,40.66 | 146 | OK
3.438,40.48,141,OK,40.48 | 141 | OK
3.735,39.75,137,OK,39.75 | 137 | OK
4.032,39.93,147,OK,39.93 | 147 | OK
4.329,40.11,141,OK,40.11 | 141 | OK
4.625,39.9,138,OK,39.90 | 138 | OK
4.938,39.81,137,OK,39.81 | 137 | OK
5.235,39.86,143,OK,39.86 | 143 | OK
