elapsed_s,amplitude,range,status,raw_line
0.734,71.48,214,OK,71.48 | 214 | OK
1.031,71.43,209,OK,71.43 | 209 | OK
1.344,71.39,209,OK,71.39 | 209 | OK
1.641,71.32,210,OK,71.32 | 210 | OK
1.938,71.53,212,OK,71.53 | 212 | OK
2.234,71.49,208,OK,71.49 | 208 | OK
2.531,71.34,212,OK,71.34 | 212 | OK
2.844,71.48,209,OK,71.48 | 209 | OK
3.141,71.57,210,OK,71.57 | 210 | OK
3.438,71.42,214,OK,71.42 | 214 | OK
3.734,71.3,210,OK,71.30 | 210 | OK
4.047,71.31,209,OK,71.31 | 209 | OK
4.344,71.37,212,OK,71.37 | 212 | OK
4.641,71.57,209,OK,71.57 | 209 | OK
4.938,71.47,209,OK,71.47 | 209 | OK
5.250,71.43,207,OK,71.43 | 207 | OK
5.547,71.45,206,OK,71.45 | 206 | OK
5.844,71.37,208,OK,71.37 | 208 | OK
6.141,71.28,212,OK,71.28 | 212 | OK
