elapsed_s,amplitude,range,status,raw_line
0.734,73.12,232,OK,73.12 | 232 | OK
1.047,74.34,242,OK,74.34 | 242 | OK
1.344,74.39,241,OK,74.39 | 241 | OK
1.640,74.26,235,OK,74.26 | 235 | OK
1.937,74.35,239,OK,74.35 | 239 | OK
2.250,74.11,235,OK,74.11 | 235 | OK
2.547,74.34,233,OK,74.34 | 233 | OK
2.844,74.24,235,OK,74.24 | 235 | OK
3.140,74.53,231,OK,74.53 | 231 | OK
3.437,74.42,231,OK,74.42 | 231 | OK
3.750,74.37,232,OK,74.37 | 232 | OK
4.047,74.28,234,OK,74.28 | 234 | OK
4.344,74.69,242,OK,74.69 | 242 | OK
4.656,74.38,233,OK,74.38 | 233 | OK
4.953,74.4,235,OK,74.40 | 235 | OK
5.250,74.36,239,OK,74.36 | 239 | OK
