elapsed_s,amplitude,range,status,raw_line
0.735,264.89,704,OK,264.89 | 704 | OK
1.047,265.15,708,OK,265.15 | 708 | OK
1.344,265.3,698,OK,265.30 | 698 | OK
1.641,265.29,708,OK,265.29 | 708 | OK
1.938,265.14,708,OK,265.14 | 708 | OK
2.250,265.48,702,OK,265.48 | 702 | OK
2.547,266.21,711,OK,266.21 | 711 | OK
2.844,266.79,756,OK,266.79 | 756 | OK
3.141,265.91,708,OK,265.91 | 708 | OK
3.438,265.76,709,OK,265.76 | 709 | OK
3.750,266.05,722,OK,266.05 | 722 | OK
4.047,266.16,710,OK,266.16 | 710 | OK
4.344,266.23,714,OK,266.23 | 714 | OK
4.641,266.56,713,OK,266.56 | 713 | OK
4.953,266.71,709,OK,266.71 | 709 | OK
5.250,266.85,713,OK,266.85 | 713 | OK
