elapsed_s,amplitude,range,status,raw_line
0.734,7.09,30,CHECK_WIRING,7.09 | 30 | CHECK_WIRING
1.031,6.97,28,CHECK_WIRING,6.97 | 28 | CHECK_WIRING
1.343,6.97,27,CHECK_WIRING,6.97 | 27 | CHECK_WIRING
1.640,7.01,28,CHECK_WIRING,7.01 | 28 | CHECK_WIRING
1.937,6.99,29,CHECK_WIRING,6.99 | 29 | CHECK_WIRING
2.250,6.99,28,CHECK_WIRING,6.99 | 28 | CHECK_WIRING
2.547,6.88,27,CHECK_WIRING,6.88 | 27 | CHECK_WIRING
2.843,6.96,27,CHECK_WIRING,6.96 | 27 | CHECK_WIRING
3.140,6.97,28,CHECK_WIRING,6.97 | 28 | CHECK_WIRING
3.437,7.01,30,CHECK_WIRING,7.01 | 30 | CHECK_WIRING
3.750,6.85,28,CHECK_WIRING,6.85 | 28 | CHECK_WIRING
4.031,7.06,30,CHECK_WIRING,7.06 | 30 | CHECK_WIRING
4.343,6.98,29,CHECK_WIRING,6.98 | 29 | CHECK_WIRING
4.640,6.97,27,CHECK_WIRING,6.97 | 27 | CHECK_WIRING
4.953,6.99,27,CHECK_WIRING,6.99 | 27 | CHECK_WIRING
5.250,6.91,26,CHECK_WIRING,6.91 | 26 | CHECK_WIRING
