elapsed_s,amplitude,range,status,raw_line
0.735,79.08,237,OK,79.08 | 237 | OK
1.032,79.06,234,OK,79.06 | 234 | OK
1.329,79.22,233,OK,79.22 | 233 | OK
1.641,79.15,231,OK,79.15 | 231 | OK
1.938,79.09,230,OK,79.09 | 230 | OK
2.235,79.1,231,OK,79.10 | 231 | OK
2.532,79.17,229,OK,79.17 | 229 | OK
2.829,79.08,225,OK,79.08 | 225 | OK
3.125,79.05,227,OK,79.05 | 227 | OK
3.438,79.06,227,OK,79.06 | 227 | OK
3.735,79.28,234,OK,79.28 | 234 | OK
4.047,79.32,232,OK,79.32 | 232 | OK
4.344,79.36,235,OK,79.36 | 235 | OK
4.641,79.36,233,OK,79.36 | 233 | OK
4.938,79.33,235,OK,79.33 | 235 | OK
5.250,79.33,233,OK,79.33 | 233 | OK
