elapsed_s,amplitude,range,status,raw_line
0.734,306.21,802,OK,306.21 | 802 | OK
1.031,305.17,795,OK,305.17 | 795 | OK
1.328,305.26,796,OK,305.26 | 796 | OK
1.625,305.79,800,OK,305.79 | 800 | OK
1.922,305.85,795,OK,305.85 | 795 | OK
2.234,305.92,800,OK,305.92 | 800 | OK
2.531,305.96,803,OK,305.96 | 803 | OK
2.828,305.96,794,OK,305.96 | 794 | OK
3.125,306.03,798,OK,306.03 | 798 | OK
3.422,305.91,801,OK,305.91 | 801 | OK
3.734,305.39,794,OK,305.39 | 794 | OK
4.031,306.06,799,OK,306.06 | 799 | OK
4.343,305.71,800,OK,305.71 | 800 | OK
4.640,305.11,790,OK,305.11 | 790 | OK
4.937,305.4,798,OK,305.40 | 798 | OK
5.234,306.01,803,OK,306.01 | 803 | OK
