elapsed_s,amplitude,range,status,raw_line
0.735,145.42,409,OK,145.42 | 409 | OK
1.032,145.19,407,OK,145.19 | 407 | OK
1.328,145.24,411,OK,145.24 | 411 | OK
1.641,145.17,403,OK,145.17 | 403 | OK
1.938,145.21,410,OK,145.21 | 410 | OK
2.235,145.31,411,OK,145.31 | 411 | OK
2.547,145.37,403,OK,145.37 | 403 | OK
2.844,145.38,413,OK,145.38 | 413 | OK
3.141,145.54,404,OK,145.54 | 404 | OK
3.438,145.49,411,OK,145.49 | 411 | OK
3.750,145.55,411,OK,145.55 | 411 | OK
4.047,145.42,405,OK,145.42 | 405 | OK
4.344,145.42,408,OK,145.42 | 408 | OK
4.641,145.53,409,OK,145.53 | 409 | OK
4.953,145.53,402,OK,145.53 | 402 | OK
5.250,145.56,409,OK,145.56 | 409 | OK
