elapsed_s,amplitude,range,status,raw_line
0.735,8.56,31,OK,8.56 | 31 | OK
1.047,8.61,32,OK,8.61 | 32 | OK
1.344,8.62,30,OK,8.62 | 30 | OK
1.641,8.58,30,OK,8.58 | 30 | OK
1.938,8.61,32,OK,8.61 | 32 | OK
2.235,8.56,33,OK,8.56 | 33 | OK
2.547,8.59,30,OK,8.59 | 30 | OK
2.844,8.54,28,OK,8.54 | 28 | OK
3.141,8.57,31,OK,8.57 | 31 | OK
3.454,8.65,32,OK,8.65 | 32 | OK
3.735,8.6,31,OK,8.60 | 31 | OK
4.047,8.64,32,OK,8.64 | 32 | OK
4.344,8.6,31,OK,8.60 | 31 | OK
4.641,8.64,31,OK,8.64 | 31 | OK
4.954,8.6,32,OK,8.60 | 32 | OK
5.235,8.64,32,OK,8.64 | 32 | OK
