elapsed_s,amplitude,range,status,raw_line
0.735,333.5,855,OK,333.50 | 855 | OK
1.032,333.52,853,OK,333.52 | 853 | OK
1.329,333.91,856,OK,333.91 | 856 | OK
1.641,333.37,855,OK,333.37 | 855 | OK
1.938,334,855,OK,334.00 | 855 | OK
2.235,333.71,855,OK,333.71 | 855 | OK
2.547,333.55,855,OK,333.55 | 855 | OK
2.829,333.53,855,OK,333.53 | 855 | OK
3.141,333.82,862,OK,333.82 | 862 | OK
3.438,333.96,858,OK,333.96 | 858 | OK
3.750,333.91,855,OK,333.91 | 855 | OK
4.047,333.94,857,OK,333.94 | 857 | OK
4.344,333.98,857,OK,333.98 | 857 | OK
4.641,333.8,853,OK,333.80 | 853 | OK
4.938,333.81,856,OK,333.81 | 856 | OK
5.250,333.69,857,OK,333.69 | 857 | OK
