elapsed_s,amplitude,range,status,raw_line
0.719,198.78,549,OK,198.78 | 549 | OK
1.031,198.47,545,OK,198.47 | 545 | OK
1.328,198.84,546,OK,198.84 | 546 | OK
1.640,198.62,545,OK,198.62 | 545 | OK
1.937,198.39,550,OK,198.39 | 550 | OK
2.234,198.31,549,OK,198.31 | 549 | OK
2.531,197.81,541,OK,197.81 | 541 | OK
2.828,197.63,547,OK,197.63 | 547 | OK
3.140,197.5,542,OK,197.50 | 542 | OK
3.437,197.35,542,OK,197.35 | 542 | OK
3.734,197.2,548,OK,197.20 | 548 | OK
4.031,196.88,535,OK,196.88 | 535 | OK
4.328,196.73,545,OK,196.73 | 545 | OK
4.640,196.64,545,OK,196.64 | 545 | OK
4.937,196.49,541,OK,196.49 | 541 | OK
5.234,196.29,541,OK,196.29 | 541 | OK
