elapsed_s,amplitude,range,status,raw_line
0.734,22.94,84,OK,22.94 | 84 | OK
1.031,22.91,81,OK,22.91 | 81 | OK
1.344,22.92,83,OK,22.92 | 83 | OK
1.640,22.88,80,OK,22.88 | 80 | OK
1.937,22.92,82,OK,22.92 | 82 | OK
2.234,22.87,84,OK,22.87 | 84 | OK
2.547,23.01,83,OK,23.01 | 83 | OK
2.844,22.86,84,OK,22.86 | 84 | OK
3.140,22.91,82,OK,22.91 | 82 | OK
3.437,23,82,OK,23.00 | 82 | OK
3.734,22.92,85,OK,22.92 | 85 | OK
4.047,22.95,86,OK,22.95 | 86 | OK
4.328,23.01,83,OK,23.01 | 83 | OK
4.640,22.86,84,OK,22.86 | 84 | OK
4.937,23,84,OK,23.00 | 84 | OK
5.250,22.96,84,OK,22.96 | 84 | OK
