elapsed_s,amplitude,range,status,raw_line
0.734,343.16,871,OK,343.16 | 871 | OK
1.031,342.99,871,OK,342.99 | 871 | OK
1.344,343,872,OK,343.00 | 872 | OK
1.641,343.02,871,OK,343.02 | 871 | OK
1.938,343.41,873,OK,343.41 | 873 | OK
2.234,343.38,873,OK,343.38 | 873 | OK
2.547,343.54,871,OK,343.54 | 871 | OK
2.844,343.12,875,OK,343.12 | 875 | OK
3.141,343.15,872,OK,343.15 | 872 | OK
3.438,343.21,870,OK,343.21 | 870 | OK
3.750,343.25,870,OK,343.25 | 870 | OK
4.031,343.21,871,OK,343.21 | 871 | OK
4.344,343.26,871,OK,343.26 | 871 | OK
4.656,343.18,871,OK,343.18 | 871 | OK
4.953,343.17,874,OK,343.17 | 874 | OK
5.250,343.18,871,OK,343.18 | 871 | OK
