elapsed_s,amplitude,range,status,raw_line
0.734,303.94,787,OK,303.94 | 787 | OK
1.031,303.5,787,OK,303.50 | 787 | OK
1.328,304.12,790,OK,304.12 | 790 | OK
1.625,305.09,796,OK,305.09 | 796 | OK
1.937,306.06,797,OK,306.06 | 797 | OK
2.234,306.62,797,OK,306.62 | 797 | OK
2.531,306.59,792,OK,306.59 | 792 | OK
2.828,306.75,799,OK,306.75 | 799 | OK
3.140,306.71,796,OK,306.71 | 796 | OK
3.437,306.39,794,OK,306.39 | 794 | OK
3.734,305.74,796,OK,305.74 | 796 | OK
4.031,305.41,789,OK,305.41 | 789 | OK
4.328,305.13,792,OK,305.13 | 792 | OK
4.640,305.38,794,OK,305.38 | 794 | OK
4.937,305.36,790,OK,305.36 | 790 | OK
5.234,305.24,795,OK,305.24 | 795 | OK
